Creating sequence-to-sequences 

2016-08-09 03:56:44.168058
 1 layers of 2048 units  2 context size 128 bach-size. 
global step 7600 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.04 
epoch  2 finished 
  train:  loss 1.1044 perplexity 3.0176 
  eval:  loss 1.1356 perplexity 3.1130 
global step 7700 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.03 
global step 7800 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 7900 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.03 
global step 8000 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.99 
global step 8100 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.03 
global step 8200 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.02 
global step 8300 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 8400 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 8500 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.02 
global step 8600 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 8700 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 8800 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.02 
global step 8900 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 9000 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 9100 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 9200 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.96 
global step 9300 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.99 
global step 9400 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.02 
global step 9500 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.03 
global step 9600 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.03 
global step 9700 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.02 
global step 9800 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.02 
global step 9900 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.02 
global step 10000 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.99 
global step 10100 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
epoch  3 finished 
  train:  loss 1.0986 perplexity 2.9998 
  eval:  loss 1.1355 perplexity 3.1128 
global step 10200 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 10300 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 10400 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.03 
global step 10500 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 10600 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 10700 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 10800 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.96 
global step 10900 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.04 
global step 11000 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.02 
global step 11100 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 11200 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 11300 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.01 
global step 11400 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 11500 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 11600 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 11700 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 11800 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.99 
global step 11900 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.96 
global step 12000 learning rate 0.0010 step-time 0.11 loss 1.12  perplexity 3.06 
global step 12100 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 12200 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 12300 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 12400 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.99 
global step 12500 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 12600 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 12700 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
epoch  4 finished 
  train:  loss 1.0925 perplexity 2.9816 
  eval:  loss 1.1330 perplexity 3.1049 
global step 12800 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 12900 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 13000 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 13100 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.99 
global step 13200 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 13300 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 13400 learning rate 0.0010 step-time 0.11 loss 1.11  perplexity 3.02 
global step 13500 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 13600 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.99 
global step 13700 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 13800 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 13900 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 14000 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 14100 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 14200 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.01 
global step 14300 learning rate 0.0010 step-time 0.11 loss 1.07  perplexity 2.90 
global step 14400 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 14500 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 14600 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 14700 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 14800 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 14900 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.96 
global step 15000 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 15100 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 15200 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
epoch  5 finished 
  train:  loss 1.0897 perplexity 2.9733 
  eval:  loss 1.1337 perplexity 3.1071 
global step 15300 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 15400 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.01 
global step 15500 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 15600 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.96 
global step 15700 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 15800 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 15900 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.99 
global step 16000 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 16100 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.96 
global step 16200 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.99 
global step 16300 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 16400 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 16500 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 16600 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 16700 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 16800 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 16900 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 17000 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 17100 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 17200 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 17300 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 17400 learning rate 0.0010 step-time 0.11 loss 1.07  perplexity 2.93 
global step 17500 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 17600 learning rate 0.0010 step-time 0.11 loss 1.07  perplexity 2.93 
global step 17700 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
epoch  6 finished 
  train:  loss 1.0910 perplexity 2.9774 
  eval:  loss 1.1382 perplexity 3.1211 
global step 17800 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 17900 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 18000 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 18100 learning rate 0.0010 step-time 0.11 loss 1.07  perplexity 2.90 
global step 18200 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 18300 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.96 
global step 18400 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 18500 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.99 
global step 18600 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 18700 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 18800 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 18900 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 19000 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 19100 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 19200 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 19300 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 19400 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 19500 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 19600 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 19700 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 19800 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 19900 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 20000 learning rate 0.0010 step-time 0.11 loss 1.07  perplexity 2.92 
global step 20100 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.96 
global step 20200 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 20300 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
epoch  7 finished 
  train:  loss 1.0870 perplexity 2.9653 
  eval:  loss 1.1385 perplexity 3.1221 
global step 20400 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 20500 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 20600 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 20700 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 20800 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 20900 learning rate 0.0010 step-time 0.11 loss 1.07  perplexity 2.93 
global step 21000 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 21100 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 21200 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 21300 learning rate 0.0010 step-time 0.11 loss 1.07  perplexity 2.92 
global step 21400 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 21500 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 21600 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 21700 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 21800 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 21900 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 22000 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 22100 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 22200 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 22300 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 22400 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 2.99 
global step 22500 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 22600 learning rate 0.0010 step-time 0.11 loss 1.06  perplexity 2.89 
global step 22700 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 22800 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.96 
epoch  8 finished 
  train:  loss 1.0835 perplexity 2.9551 
  eval:  loss 1.1376 perplexity 3.1193 
global step 22900 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 23000 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 23100 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.01 
global step 23200 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 23300 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 23400 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 23500 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 23600 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 23700 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 23800 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.93 
global step 23900 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 24000 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 24100 learning rate 0.0010 step-time 0.11 loss 1.10  perplexity 3.00 
global step 24200 learning rate 0.0010 step-time 0.11 loss 1.07  perplexity 2.93 
global step 24300 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
global step 24400 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.99 
global step 24500 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 24600 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 24700 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.98 
global step 24800 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 24900 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.96 
global step 25000 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.96 
global step 25100 learning rate 0.0010 step-time 0.11 loss 1.09  perplexity 2.97 
global step 25200 learning rate 0.0010 step-time 0.11 loss 1.07  perplexity 2.91 
global step 25300 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.95 
global step 25400 learning rate 0.0010 step-time 0.11 loss 1.08  perplexity 2.94 
epoch  9 finished 
  train:  loss 1.0825 perplexity 2.9521 
  eval:  loss 1.1376 perplexity 3.1194 
Stopped training after 10 epochs
best training loss 2.9521 best validation 3.1049 
  test:  loss 1.1317 perplexity 3.1009 
